Geneid	C24_1	C24_2	C24_3	C45_1	C45_2	C45_3	D24_1	D24_2	D24_3	D45_1	D45_2	D45_3
SCO0001	5.213917678590179	4.462491933792352	6.413061762060072	3.626759162206859	6.1035849420208885	5.959488690482917	7.915333966496699	4.756744661373438	6.696836334215749	9.142003362193028	4.6142847863551895	4.673093297136105
SCO0002	5.8438399549538085	7.149477550993862	8.327794324535606	6.918375767172316	6.074685980631624	6.070351875436889	6.830511695963704	7.504448094393421	6.835746957407912	6.85471836798314	5.596756429976093	5.368972329844953
SCO0003	3.8016845738700002	4.241582584063802	4.944099287966933	3.876946948800423	2.7156755761886417	3.2737603207778947	4.0178045583043644	4.166352000792846	3.97124347049412	3.4161586637824475	4.101259500797417	3.614145699564571
SCO0004	42.115099759751494	49.080541202026495	54.71868962096855	23.020165156950657	20.497564841062996	21.552084488008678	43.564830672509764	45.403289901926456	44.20033080696937	15.8613544034861	19.067185235318632	23.476558854893085
SCO0005	19.46098352435594	21.165917053150057	28.938411191833318	8.936515828139367	8.695009235712064	9.668841382648408	21.396859674392438	24.153249548649434	23.670183853836242	7.414079001001114	7.784747317542505	9.655071499826864
SCO0006	4.977865929710917	4.949172552661231	7.216159620584894	1.5733975498191906	2.519248032508445	2.8235732579646524	6.007148118087104	6.274896855778844	5.7422195559508475	2.3848305468573403	2.9830982945813282	2.3036505922427835
SCO0007	0.6977963257173591	0.5488063724126999	0.6786414663144574	1.3752476017764264	0.20125622948595287	1.0233084290610153	2.6099583840505605	1.9424806541798603	1.451088218152214	0.7703552423026191	0.5832373387674904	1.037275251418654
SCO0008	0.0	0.46593817372930085	1.4404213458811133	0.5837945659962608	0.25630066831971776	0.21719794292035793	0.6647586311513394	1.0601817489846126	1.1087802282291277	2.9431520795664166	0.4951701622584392	0.44032482182729193
SCO0009	1.856636652355116	1.2168474626412542	0.9028355221504835	0.609856823406808	0.2677426624411337	1.3613656779472432	1.7360883893907746	2.9533634435999914	3.088744921495427	4.441006262917182	2.8450178519045144	2.7598930796674903
SCO0010	15.995638851059464	19.843974006149686	20.18647629013389	13.60449836830572	13.593089016242173	14.24197940006347	20.40571583837772	21.80945312196917	21.146022924084075	8.72434366442902	5.729826163276225	7.076648922224334
SCO0011	12.836006485418087	10.600093452341595	13.85685334737631	9.739639342704285	10.217853310346081	9.129553534085712	12.674731233952203	11.638439644408857	12.972728670280793	8.360732018620153	8.368375742167622	7.632296911673059
SCO0012	23.273459934144913	23.27820313934452	24.356788977140052	19.942763276368616	20.13737513717841	20.218433328929375	32.643530591756466	24.74789221352402	26.19796787428968	22.900730779691973	21.567009913840195	21.810541904525568
SCO0013	3.572909021714313	3.091043451492836	1.7374154378153635	1.4083291592074745	1.2365846677693597	1.833867167544053	2.8063779325409635	3.4100691307546294	4.012184124829111	0.7888861244198642	1.1945342058605646	2.124453779537862
SCO0014	6.33519029764183	10.551245095418361	8.33585772422812	5.508384211416331	4.8366416440979	4.37198439942914	8.363092456420075	5.335108156180631	9.299447075470102	6.993942038539548	5.918082100540378	3.8776992373822803
SCO0015	0.08432413019617722	0.19895900119097884	0.1640187809908421	0.2492845409546077	0.4377690247212697	0.24732028536916664	0.094618929251468	0.20120237571970748	0.21042544477341107	1.1171088185215596	0.8457650946603997	0.877435593860224
SCO0016	2.038659853566402	3.2067509603722466	0.991348808635825	2.511175155204504	3.527903316871409	3.36337402786966	3.4313276402076482	2.432181659435287	5.087344576580703	4.501291415807461	3.8339278004274737	4.166897394792093
SCO0017	6.63007639333769	5.925518078948717	4.103322025310023	4.454606362275816	2.6075807124701718	6.629258953482228	3.7197580795294507	3.2358590773356433	4.51225345053245	4.990562221873488	2.7707999948983093	3.583861158524741
